"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote"
"1729","725737837342134275","1437778222394060800",2021-09-14 14:00:15,"MULTAN111","This is what they are doing to Muslim women in Europe, America and Canada. Then they start preaching feminism in Muslim countries. #Afghanistan #Kabul #Kashmir #Pakistan #India #hijab #Islamophobia https://t.co/XzCUGAshZU","Twitter for Android",197,NA,NA,NA,TRUE
"1730","725737837342134275","1438537812572266506",2021-09-16 16:18:35,"MULTAN111","Ibrahim Raisi does not run Iran's foreign policy. Actually he does not run anything. It is Ali Khamenei (Supreme Leader of Iran) who has been incharge since last few decades and exporting terror to all of Iran's neighbours. Talk to him if he listens. #Syria #Iraq #Yemen
#Kabul https://t.co/9nqFNVxCNn","Twitter for Android",277,NA,NA,NA,TRUE
"1731","725737837342134275","1438051585062420480",2021-09-15 08:06:30,"MULTAN111","No one in Iran can speak without the consent from Khaminai. Orders to lie against Pakistan are coming from the very top of Iranian regime. Tehran regime should not get into this game against Pakistan. Syria, Yemen,  Lebanon, Iraq are burning because of Iranian aggression. #Kabul https://t.co/mLt2w3hmj2","Twitter for Android",279,NA,NA,NA,TRUE
"1732","725737837342134275","1438040899083190274",2021-09-15 07:24:02,"MULTAN111","US killing more people is not a problem as long as it is in the service of spreading faminism and democracy.  #USDroneStrike #Kabul https://t.co/91DPCqFHK2","Twitter for Android",131,NA,NA,NA,TRUE
"1733","1399708251097223173","1438537355351056393",2021-09-16 16:16:46,"ByTheWatchdog","In Touch With All Concerned: #India On Reports Of Kidnapping Of An Indian In #Kabul 

#TheWatchdogNews #Afganisthan 
 https://t.co/u2YZeSDnME","Twitter Web App",141,NA,NA,NA,FALSE
"1734","1241733483522936834","1438537044234412040",2021-09-16 16:15:32,"PradeepMehrot20","Fantastic! And 'they' are beating their drum that they have changed? Clamouring for their government's recognition? Pathetic! 
#Afghanistan 
#AfghanistanCrisis
#Taliban
#TalibanTakeover 
#TalibanTerrorists 
#TalibanRule
#TalibanIslamistTerrorBack 
#Kabul 
#AfghanWoman 
#Terrorist https://t.co/7eW2YFfffS","Twitter for Android",280,NA,NA,NA,TRUE
"1735","1241733483522936834","1437851404274528256",2021-09-14 18:51:03,"PradeepMehrot20","Still #JoeBiden sitting silent? 
#USA 
#US
#USArmy 
#Taliban 
#TalibanTerrorists 
#Pakistan 
#imrankhanPTI 
#AfghanistanCrisis 
#Afghanistan 
#Kabul
#TalibanIslamistTerrorBack 
#uswithdrawal 
#TalibanTerror 
#Pakistanterroristcountry 
#PakArmy_DestroyingAfghanistan 
#PakTaliban https://t.co/q9pb89AzWr","Twitter for Android",278,NA,NA,NA,TRUE
"1736","469509327","1437905240804691973",2021-09-14 22:24:59,"Charles_Lister","NEW - #Taliban members loyal to Khalil Haqqani &amp; Mullah Baradar brawled in #Kabul・s Presidential Palace as their leaders exchanged ：strong words.；

Baradar, who headed negotiations with the US, hasn・t been seen since &amp; was excluded from the Cabinet.

https://t.co/uuBWKAZnZj https://t.co/rwQlB2eARi","Twitter for iPhone",282,NA,NA,NA,FALSE
"1737","469509327","1437773657728851976",2021-09-14 13:42:07,"Charles_Lister","A drive-by assassination (in #Kabul), a kidnap &amp; beheading (in #Jalalabad) and an IED (in #Kunduz) reported over the past 24hrs.

Worrying signs from #Afghanistan. https://t.co/vcq9PN3zlH","Twitter Web App",167,NA,NA,NA,TRUE
"1738","469509327","1438503066580307978",2021-09-16 14:00:31,"Charles_Lister","As a public figure, @ChrisMurphyCT should know better -- this 80% number comes from an Intercept article (not a ""data set"") &amp; it's cherry picked from 1 military operation, in 1 country, in 2012.

What's more, the #Kabul strike showed the limits of withdrawing; killing off intel. https://t.co/WGsjSzrJq9","Twitter Web App",283,NA,NA,NA,TRUE
"1739","469509327","1438504729340878855",2021-09-16 14:07:08,"Charles_Lister","@ChrisMurphyCT Withdrawing from #Afghanistan so hurriedly, while pulling the rug from #Kabul's feet; dissolving 90% of our intel network &amp; failing to negotiate air access &amp;/or basing rights in close proximity to #Afghanistan has serious implications.

You can't have your cake &amp; eat it too.","TweetDeck",287,"1438503066580307978","469509327","Charles_Lister",FALSE
